2025-10-04 09:41:46,490 | INFO | MAIN - START
2025-10-04 09:41:46,490 | INFO |  > FOCAL LOSS set to True
2025-10-04 09:41:46,490 | INFO |  > ALINGNMENT set to True
2025-10-04 09:41:46,490 | INFO |  > ATTENTION GATE set to -> Building: True, Damage: True
2025-10-04 09:41:46,491 | INFO | Command Line Args:
{
    "cfg": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_base_224.yaml",
    "opts": null,
    "pretrained_weight_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_base_0229_ckpt_epoch_237.pth",
    "dataset": "xBD",
    "type": "train",
    "train_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined",
    "train_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined/train_list2.txt",
    "test_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test",
    "test_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test/test_list2.txt",
    "shuffle": true,
    "batch_size": 8,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 400000,
    "model_type": "MambaBDA_Base",
    "model_param_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-10-04_09-41-45_MambaBDA_Base_xBD_FOCAL_ALIGN_AGBD",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-10-04_09-41-45_MambaBDA_Base_xBD_FOCAL_ALIGN_AGBD.log",
    "extension": "png",
    "focal_loss": true,
    "enable_alignment": true,
    "enable_attn_gate_building": true,
    "enable_attn_gate_damage": true,
    "deterministic": false,
    "validations": 8,
    "measure_train_scores": true
}
2025-10-04 09:41:46,491 | INFO | Starting in RANDOM mode / not deterministic.
2025-10-04 09:41:46,496 | INFO |  > TRAIN EVALUATION params: TRAIN_BUF_MAXLEN = 1024
2025-10-04 09:41:46,496 | INFO |  > ALIGNMENT params: alignment_args = AlignmentArgs(enabled=True, stages=(1, 2), mid_ch=64)
2025-10-04 09:41:46,496 | INFO |  > ATTENTION GATE params: attn_gate_args = AttentionGateArgs(enable_building_ag=True, enable_damage_ag=True)
2025-10-04 09:41:46,496 | INFO | ChangeMambaBDA class
2025-10-04 09:41:47,711 | INFO |  > FOCAL LOSS params: alpha = [0.6, 1.6, 1.1, 1.1], gamma = 1.5
2025-10-04 09:41:47,711 | INFO | ---------starting training-----------
2025-10-04 09:41:47,777 | INFO | VAL_STEP=6250, (number_of_validations = 8)
2025-10-04 09:42:45,693 | INFO | iter is 50 / 50000 [skipped    1] | loc. loss = 0.3742146790, classif. loss = 0.4182180762
2025-10-04 09:43:36,463 | INFO | iter is 100 / 50000 [skipped    2] | loc. loss = 0.4588539600, classif. loss = 1.0901336670
2025-10-04 09:44:24,219 | INFO | iter is 150 / 50000 [skipped    2] | loc. loss = 0.4640545249, classif. loss = 1.5100922585
2025-10-04 09:45:09,966 | INFO | iter is 200 / 50000 [skipped    3] | loc. loss = 0.2923861444, classif. loss = 0.8383952975
2025-10-04 09:45:53,581 | INFO | iter is 250 / 50000 [skipped    4] | loc. loss = 0.3659276962, classif. loss = 0.6615483761
2025-10-04 09:46:32,044 | INFO | iter is 300 / 50000 [skipped    4] | loc. loss = 0.4022713900, classif. loss = 0.9508951306
2025-10-04 09:47:14,192 | INFO | iter is 350 / 50000 [skipped    4] | loc. loss = 0.3247333467, classif. loss = 1.1936854124
2025-10-04 09:47:52,864 | INFO | iter is 400 / 50000 [skipped    4] | loc. loss = 0.3103506863, classif. loss = 2.5568270683
2025-10-04 09:48:30,848 | INFO | iter is 450 / 50000 [skipped    4] | loc. loss = 0.3826994598, classif. loss = 0.9088439345
2025-10-04 09:49:09,978 | INFO | iter is 500 / 50000 [skipped    5] | loc. loss = 0.3665592968, classif. loss = 0.1471681297
2025-10-04 09:49:45,669 | INFO | iter is 550 / 50000 [skipped    5] | loc. loss = 0.3700733483, classif. loss = 1.2142341137
2025-10-04 09:50:18,500 | INFO | iter is 600 / 50000 [skipped    6] | loc. loss = 0.2731356323, classif. loss = 0.4569132924
2025-10-04 09:50:51,616 | INFO | iter is 650 / 50000 [skipped    6] | loc. loss = 0.2876414657, classif. loss = 1.0938072205
2025-10-04 09:51:24,816 | INFO | iter is 700 / 50000 [skipped    6] | loc. loss = 0.2659646273, classif. loss = 1.9922614098
2025-10-04 09:51:57,492 | INFO | iter is 750 / 50000 [skipped    7] | loc. loss = 0.3623321950, classif. loss = 1.0172948837
2025-10-04 09:52:30,647 | INFO | iter is 800 / 50000 [skipped    7] | loc. loss = 0.2388656288, classif. loss = 0.2924600244
2025-10-04 09:53:03,654 | INFO | iter is 850 / 50000 [skipped    7] | loc. loss = 0.3776696920, classif. loss = 1.3781740665
2025-10-04 09:53:36,274 | INFO | iter is 900 / 50000 [skipped    8] | loc. loss = 0.2485973835, classif. loss = 1.5848197937
2025-10-04 09:54:08,735 | INFO | iter is 950 / 50000 [skipped    9] | loc. loss = 0.2880826294, classif. loss = 0.6708428264
2025-10-04 09:54:42,053 | INFO | iter is 1000 / 50000 [skipped    9] | loc. loss = 0.2519002557, classif. loss = 0.8309369683
