2025-09-30 13:38:58,950 | INFO | MAIN - START
2025-09-30 13:38:58,950 | INFO |  > FOCAL LOSS set to True
2025-09-30 13:38:58,950 | INFO |  > ALINGNMENT set to True
2025-09-30 13:38:58,950 | INFO |  > ATTENTION GATE set to -> Building: False, Damage: False
2025-09-30 13:38:58,951 | INFO | Command Line Args:
{
    "cfg": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_base_224.yaml",
    "opts": null,
    "pretrained_weight_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_base_0229_ckpt_epoch_237.pth",
    "dataset": "xBD",
    "type": "train",
    "train_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined",
    "train_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined/train_list2.txt",
    "test_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test",
    "test_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test/test_list2.txt",
    "shuffle": true,
    "batch_size": 8,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 400000,
    "model_type": "MambaBDA_Base",
    "model_param_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-09-30_13-38-57_MambaBDA_Base_xBD_FOCAL_ALIGN",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-09-30_13-38-57_MambaBDA_Base_xBD_FOCAL_ALIGN.log",
    "extension": "png",
    "focal_loss": true,
    "enable_alignment": true,
    "enable_attn_gate_building": false,
    "enable_attn_gate_damage": false,
    "deterministic": false,
    "validations": 8
}
2025-09-30 13:38:58,951 | INFO | Starting in RANDOM mode / not deterministic.
2025-09-30 13:38:58,956 | INFO |  > ALIGNMENT params: alignment_args = AlignmentArgs(enabled=True, stages=(1, 2), mid_ch=64)
2025-09-30 13:38:58,956 | INFO |  > ATTENTION GATE params: attn_gate_args = AttentionGateArgs(enable_building_ag=False, enable_damage_ag=False)
2025-09-30 13:38:58,956 | INFO | ChangeMambaBDA class
2025-09-30 13:39:00,215 | INFO |  > FOCAL LOSS params: alpha = [0.6, 1.6, 1.1, 1.1], gamma = 1.5
2025-09-30 13:39:00,215 | INFO | ---------starting training-----------
2025-09-30 13:39:00,281 | INFO | VAL_STEP=6250, (number_of_validations = 8)
2025-09-30 13:39:35,292 | INFO | iter is 50 / 50000 [skipped    0] | loc. loss = 0.5366550684, classif. loss = 0.6606838107
2025-09-30 13:40:06,755 | INFO | iter is 100 / 50000 [skipped    1] | loc. loss = 0.5104523897, classif. loss = 1.6119151115
2025-09-30 13:40:38,722 | INFO | iter is 150 / 50000 [skipped    1] | loc. loss = 0.4017772675, classif. loss = 1.4201877117
2025-09-30 13:41:10,149 | INFO | iter is 200 / 50000 [skipped    2] | loc. loss = 0.3369443417, classif. loss = 0.5637724996
2025-09-30 13:41:42,178 | INFO | iter is 250 / 50000 [skipped    2] | loc. loss = 0.3587892652, classif. loss = 0.8378627300
2025-09-30 13:42:14,175 | INFO | iter is 300 / 50000 [skipped    2] | loc. loss = 0.3357024789, classif. loss = 2.7884640694
2025-09-30 13:42:46,260 | INFO | iter is 350 / 50000 [skipped    2] | loc. loss = 0.4206001461, classif. loss = 1.2011713982
2025-09-30 13:43:18,214 | INFO | iter is 400 / 50000 [skipped    2] | loc. loss = 0.2660997212, classif. loss = 0.5897164345
2025-09-30 13:43:50,234 | INFO | iter is 450 / 50000 [skipped    2] | loc. loss = 0.4070872366, classif. loss = 1.5225143433
2025-09-30 13:44:21,011 | INFO | iter is 500 / 50000 [skipped    4] | loc. loss = 0.4801233709, classif. loss = 2.8264975548
2025-09-30 13:44:53,033 | INFO | iter is 550 / 50000 [skipped    4] | loc. loss = 0.3189103901, classif. loss = 1.9307663441
2025-09-30 13:45:24,493 | INFO | iter is 600 / 50000 [skipped    5] | loc. loss = 0.3345030546, classif. loss = 1.7781231403
2025-09-30 13:45:56,431 | INFO | iter is 650 / 50000 [skipped    5] | loc. loss = 0.3221607506, classif. loss = 0.7896592021
2025-09-30 13:46:27,892 | INFO | iter is 700 / 50000 [skipped    6] | loc. loss = 0.2614811063, classif. loss = 0.5218018293
2025-09-30 13:46:59,872 | INFO | iter is 750 / 50000 [skipped    6] | loc. loss = 0.2423454225, classif. loss = 0.6840755939
2025-09-30 13:47:31,970 | INFO | iter is 800 / 50000 [skipped    6] | loc. loss = 0.3317291439, classif. loss = 0.4397153854
2025-09-30 13:48:04,227 | INFO | iter is 850 / 50000 [skipped    6] | loc. loss = 0.3323849142, classif. loss = 0.1165997908
2025-09-30 13:48:36,554 | INFO | iter is 900 / 50000 [skipped    6] | loc. loss = 0.2450054586, classif. loss = 0.4658419490
2025-09-30 13:49:07,525 | INFO | iter is 950 / 50000 [skipped    8] | loc. loss = 0.2627697885, classif. loss = 2.3238415718
