2025-09-21 23:51:28,363 | INFO | MAIN - START
2025-09-21 23:51:28,363 | INFO |  > FOCAL LOSS set to True
2025-09-21 23:51:28,366 | INFO | Command Line Args:
{
    "cfg": "/storage/alperengenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_tiny_224_0229flex.yaml",
    "opts": null,
    "pretrained_weight_path": "/storage/alperengenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_tiny_0230_ckpt_epoch_262.pth",
    "dataset": "xBD",
    "type": "train",
    "train_dataset_path": "/storage/alperengenc/change_detection/xBD_complete_png/train_combined",
    "train_data_list_path": "/storage/alperengenc/change_detection/xBD_complete_png/train_combined_list.txt",
    "test_dataset_path": "/storage/alperengenc/change_detection/xBD_complete_png/test",
    "test_data_list_path": "/storage/alperengenc/change_detection/xBD_complete_png/test_list.txt",
    "shuffle": true,
    "batch_size": 4,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 200000,
    "model_type": "MambaBDA_Tiny",
    "model_param_path": "/storage/alperengenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-09-21_23-51-27_MambaBDA_Tiny_xBD",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/storage/alperengenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-09-21_23-51-27_xBD_MambaBDA_Tiny_FOCAL.log",
    "extension": "png",
    "focal_loss": true
}
2025-09-21 23:51:29,029 | INFO | ---------starting training-----------
2025-09-21 23:51:29,110 | INFO | VAL_STEP=6250
2025-09-21 23:51:46,593 | INFO | iter is 50 / 50000 [skipped    4] | loc. loss = 0.5108779668807983  , classif. loss = 4.170126914978027    (2025-09-21_23-51-46)
2025-09-21 23:52:01,833 | INFO | iter is 100 / 50000 [skipped    5] | loc. loss = 0.41726434230804443 , classif. loss = 0.9889647960662842   (2025-09-21_23-52-01)
2025-09-21 23:52:16,253 | INFO | iter is 150 / 50000 [skipped    9] | loc. loss = 0.6090410351753235  , classif. loss = 0.7572015523910522   (2025-09-21_23-52-16)
2025-09-21 23:52:31,066 | INFO | iter is 200 / 50000 [skipped   12] | loc. loss = 0.6647682189941406  , classif. loss = 0.9009460210800171   (2025-09-21_23-52-31)
2025-09-21 23:52:45,500 | INFO | iter is 250 / 50000 [skipped   16] | loc. loss = 0.521396815776825   , classif. loss = 0.972675085067749    (2025-09-21_23-52-45)
2025-09-21 23:52:59,459 | INFO | iter is 300 / 50000 [skipped   22] | loc. loss = 0.43646863102912903 , classif. loss = 3.2809839248657227   (2025-09-21_23-52-59)
2025-09-21 23:53:13,926 | INFO | iter is 350 / 50000 [skipped   26] | loc. loss = 0.47511205077171326 , classif. loss = 1.2925406694412231   (2025-09-21_23-53-13)
2025-09-21 23:53:28,476 | INFO | iter is 400 / 50000 [skipped   30] | loc. loss = 0.334483802318573   , classif. loss = 0.5576158761978149   (2025-09-21_23-53-28)
2025-09-21 23:53:42,726 | INFO | iter is 450 / 50000 [skipped   35] | loc. loss = 0.412444144487381   , classif. loss = 0.29779908061027527  (2025-09-21_23-53-42)
2025-09-21 23:53:56,786 | INFO | iter is 500 / 50000 [skipped   40] | loc. loss = 0.4463012218475342  , classif. loss = 0.9600143432617188   (2025-09-21_23-53-56)
2025-09-21 23:54:10,096 | INFO | iter is 550 / 50000 [skipped   48] | loc. loss = 0.4440118968486786  , classif. loss = 1.8355156183242798   (2025-09-21_23-54-10)
