2025-10-03 21:23:50,614 | INFO | MAIN - START
2025-10-03 21:23:50,614 | INFO |  > FOCAL LOSS set to True
2025-10-03 21:23:50,615 | INFO |  > ALINGNMENT set to False
2025-10-03 21:23:50,615 | INFO |  > ATTENTION GATE set to -> Building: True, Damage: True
2025-10-03 21:23:50,617 | INFO | Command Line Args:
{
    "cfg": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_base_224.yaml",
    "opts": null,
    "pretrained_weight_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_base_0229_ckpt_epoch_237.pth",
    "dataset": "merged1",
    "type": "train",
    "train_dataset_path": "/mnt/storage1/alpgenc/change_detection/datasets/merged1",
    "train_data_list_path": "/mnt/storage1/alpgenc/change_detection/datasets/merged1/train_list.txt",
    "test_dataset_path": "/mnt/storage1/alpgenc/change_detection/datasets/merged1",
    "test_data_list_path": "/mnt/storage1/alpgenc/change_detection/datasets/merged1/test_list.txt",
    "shuffle": true,
    "batch_size": 8,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 400000,
    "model_type": "MambaBDA_Base",
    "model_param_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-10-03_21-23-49_MambaBDA_Base_merged1_FOCAL_AGBD",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-10-03_21-23-49_MambaBDA_Base_merged1_FOCAL_AGBD.log",
    "extension": "png",
    "focal_loss": true,
    "enable_alignment": false,
    "enable_attn_gate_building": true,
    "enable_attn_gate_damage": true,
    "deterministic": false,
    "validations": 8,
    "measure_train_scores": true
}
2025-10-03 21:23:50,617 | INFO | Starting in RANDOM mode / not deterministic.
2025-10-03 21:23:50,624 | INFO |  > TRAIN EVALUATION params: TRAIN_BUF_MAXLEN = 1024
2025-10-03 21:23:50,624 | INFO |  > ALIGNMENT params: alignment_args = AlignmentArgs(enabled=False, stages=None, mid_ch=None)
2025-10-03 21:23:50,624 | INFO |  > ATTENTION GATE params: attn_gate_args = AttentionGateArgs(enable_building_ag=True, enable_damage_ag=True)
2025-10-03 21:23:50,624 | INFO | ChangeMambaBDA class
2025-10-03 21:23:51,850 | INFO |  > FOCAL LOSS params: alpha = [0.6, 1.6, 1.1, 1.1], gamma = 1.5
2025-10-03 21:23:51,850 | INFO | ---------starting training-----------
2025-10-03 21:23:51,917 | INFO | VAL_STEP=6250, (number_of_validations = 8)
2025-10-03 21:24:25,068 | INFO | iter is 50 / 50000 [skipped    1] | loc. loss = 0.4451925159, classif. loss = 0.1033451632
2025-10-03 21:24:57,157 | INFO | iter is 100 / 50000 [skipped    1] | loc. loss = 0.4313930869, classif. loss = 0.5435965657
2025-10-03 21:25:29,189 | INFO | iter is 150 / 50000 [skipped    1] | loc. loss = 0.8982598186, classif. loss = 1.0512155294
2025-10-03 21:26:01,246 | INFO | iter is 200 / 50000 [skipped    1] | loc. loss = 0.3490329683, classif. loss = 0.9485477209
2025-10-03 21:26:33,329 | INFO | iter is 250 / 50000 [skipped    1] | loc. loss = 0.4355944991, classif. loss = 0.8720018268
2025-10-03 21:27:05,433 | INFO | iter is 300 / 50000 [skipped    1] | loc. loss = 0.3869031370, classif. loss = 1.3021966219
2025-10-03 21:27:37,615 | INFO | iter is 350 / 50000 [skipped    1] | loc. loss = 0.5326374173, classif. loss = 3.2960267067
2025-10-03 21:28:09,699 | INFO | iter is 400 / 50000 [skipped    1] | loc. loss = 0.2636463046, classif. loss = 0.5754652023
2025-10-03 21:28:41,854 | INFO | iter is 450 / 50000 [skipped    1] | loc. loss = 0.3807911277, classif. loss = 2.6226248741
2025-10-03 21:29:13,324 | INFO | iter is 500 / 50000 [skipped    2] | loc. loss = 0.4699029326, classif. loss = 1.1921741962
2025-10-03 21:29:45,439 | INFO | iter is 550 / 50000 [skipped    2] | loc. loss = 0.5086057186, classif. loss = 1.3655792475
2025-10-03 21:30:17,604 | INFO | iter is 600 / 50000 [skipped    2] | loc. loss = 0.3696944416, classif. loss = 0.4169199467
2025-10-03 21:30:49,160 | INFO | iter is 650 / 50000 [skipped    3] | loc. loss = 0.3118502200, classif. loss = 0.6655827761
2025-10-03 21:31:21,508 | INFO | iter is 700 / 50000 [skipped    3] | loc. loss = 0.3128307164, classif. loss = 0.5924834013
2025-10-03 21:31:53,726 | INFO | iter is 750 / 50000 [skipped    3] | loc. loss = 0.3477003872, classif. loss = 1.2759850025
2025-10-03 21:32:25,309 | INFO | iter is 800 / 50000 [skipped    4] | loc. loss = 0.2724983096, classif. loss = 0.4918874204
2025-10-03 21:32:57,614 | INFO | iter is 850 / 50000 [skipped    4] | loc. loss = 0.2033187896, classif. loss = 0.1794566214
2025-10-03 21:33:29,794 | INFO | iter is 900 / 50000 [skipped    4] | loc. loss = 0.3412682712, classif. loss = 0.5798940659
2025-10-03 21:34:02,123 | INFO | iter is 950 / 50000 [skipped    4] | loc. loss = 0.2389837652, classif. loss = 3.7526588440
