2025-09-29 00:03:01,251 | INFO | MAIN - START
2025-09-29 00:03:01,251 | INFO |  > FOCAL LOSS set to True
2025-09-29 00:03:01,251 | INFO |  > ALINGNMENT set to True
2025-09-29 00:03:01,253 | INFO | Command Line Args:
{
    "cfg": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_base_224.yaml",
    "opts": null,
    "pretrained_weight_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_base_0229_ckpt_epoch_237.pth",
    "dataset": "xBD2",
    "type": "train",
    "train_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined",
    "train_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined/train_list2.txt",
    "test_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test",
    "test_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test/test_list2.txt",
    "shuffle": true,
    "batch_size": 8,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 400000,
    "model_type": "MambaBDA_Base",
    "model_param_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-09-29_00-03-00_MambaBDA_Base_xBD2_FOCAL",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-09-29_00-03-00_MambaBDA_Base_xBD2_FOCAL.log",
    "extension": "png",
    "focal_loss": true,
    "enable_alignment": true
}
2025-09-29 00:03:01,258 | INFO |  > ALIGNMENT params: alignment_args = AlignmentArgs(enabled=True, stages=(2,), mid_ch=64)
2025-09-29 00:03:01,258 | INFO | ChangeMambaBDA class
2025-09-29 00:03:02,510 | INFO |  > FOCAL LOSS params: alpha = [0.6, 1.6, 1.1, 1.1], gamma = 1.5
2025-09-29 00:03:02,510 | INFO | ---------starting training-----------
2025-09-29 00:03:02,578 | INFO | VAL_STEP=6250
2025-09-29 00:03:36,491 | INFO | iter is 50 / 50000 [skipped    1] | loc. loss = 0.4815914929, classif. loss = 1.7005184889
2025-09-29 00:04:07,842 | INFO | iter is 100 / 50000 [skipped    2] | loc. loss = 0.3747090995, classif. loss = 0.6391597986
2025-09-29 00:04:39,907 | INFO | iter is 150 / 50000 [skipped    2] | loc. loss = 0.3531090915, classif. loss = 0.6761251092
2025-09-29 00:05:11,262 | INFO | iter is 200 / 50000 [skipped    3] | loc. loss = 0.4298102558, classif. loss = 0.4295596182
2025-09-29 00:05:43,253 | INFO | iter is 250 / 50000 [skipped    3] | loc. loss = 0.3107460141, classif. loss = 2.6679286957
2025-09-29 00:06:15,225 | INFO | iter is 300 / 50000 [skipped    3] | loc. loss = 0.4282907844, classif. loss = 1.2394706011
2025-09-29 00:06:46,694 | INFO | iter is 350 / 50000 [skipped    4] | loc. loss = 0.4982620180, classif. loss = 1.1304717064
2025-09-29 00:07:18,686 | INFO | iter is 400 / 50000 [skipped    4] | loc. loss = 0.4272710979, classif. loss = 0.8653073311
2025-09-29 00:07:50,658 | INFO | iter is 450 / 50000 [skipped    4] | loc. loss = 0.4500347376, classif. loss = 1.2284262180
2025-09-29 00:08:22,649 | INFO | iter is 500 / 50000 [skipped    4] | loc. loss = 0.3659650385, classif. loss = 1.5039751530
2025-09-29 00:08:54,620 | INFO | iter is 550 / 50000 [skipped    4] | loc. loss = 0.4188543558, classif. loss = 0.7330652475
2025-09-29 00:09:26,095 | INFO | iter is 600 / 50000 [skipped    5] | loc. loss = 0.2222326547, classif. loss = 2.2217404842
2025-09-29 00:09:57,490 | INFO | iter is 650 / 50000 [skipped    6] | loc. loss = 0.2953127027, classif. loss = 1.3341412544
2025-09-29 00:10:29,504 | INFO | iter is 700 / 50000 [skipped    6] | loc. loss = 0.4203529954, classif. loss = 0.6870397329
2025-09-29 00:11:01,498 | INFO | iter is 750 / 50000 [skipped    6] | loc. loss = 0.2853286266, classif. loss = 1.2885050774
2025-09-29 00:11:33,454 | INFO | iter is 800 / 50000 [skipped    6] | loc. loss = 0.4668648839, classif. loss = 1.5694375038
2025-09-29 00:12:04,874 | INFO | iter is 850 / 50000 [skipped    7] | loc. loss = 0.2716406882, classif. loss = 0.0285031460
2025-09-29 00:12:36,872 | INFO | iter is 900 / 50000 [skipped    7] | loc. loss = 0.2761109769, classif. loss = 0.0687160492
2025-09-29 00:13:08,891 | INFO | iter is 950 / 50000 [skipped    7] | loc. loss = 0.6138195992, classif. loss = 1.5941404104
