2025-09-30 23:42:23,040 | INFO | MAIN - START
2025-09-30 23:42:23,040 | INFO |  > FOCAL LOSS set to False
2025-09-30 23:42:23,040 | INFO |  > ALINGNMENT set to False
2025-09-30 23:42:23,040 | INFO |  > ATTENTION GATE set to -> Building: True, Damage: True
2025-09-30 23:42:23,042 | INFO | Command Line Args:
{
    "cfg": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/configs/vssm1/vssm_base_224.yaml",
    "opts": null,
    "pretrained_weight_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/pretrained_weight/vssm_base_0229_ckpt_epoch_237.pth",
    "dataset": "xBD",
    "type": "train",
    "train_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined",
    "train_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/train_combined/train_list2.txt",
    "test_dataset_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test",
    "test_data_list_path": "/mnt/storage1/alpgenc/change_detection/xBD_complete_png/test/test_list2.txt",
    "shuffle": true,
    "batch_size": 8,
    "crop_size": 256,
    "start_iter": 0,
    "cuda": true,
    "max_iters": 400000,
    "model_type": "MambaBDA_Base",
    "model_param_path": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/changedetection/deneme_saved_models/tr2025-09-30_23-42-21_MambaBDA_Base_xBD_AGBD",
    "resume": null,
    "learning_rate": 0.0001,
    "momentum": 0.9,
    "weight_decay": 0.005,
    "logfile": "/mnt/storage1/alpgenc/change_detection/ChangeMamba_AG/LOGLAR_CMAG/train_2025-09-30_23-42-21_MambaBDA_Base_xBD_AGBD.log",
    "extension": "png",
    "focal_loss": false,
    "enable_alignment": false,
    "enable_attn_gate_building": true,
    "enable_attn_gate_damage": true,
    "deterministic": false,
    "validations": 8
}
2025-09-30 23:42:23,042 | INFO | Starting in RANDOM mode / not deterministic.
2025-09-30 23:42:23,047 | INFO |  > ALIGNMENT params: alignment_args = AlignmentArgs(enabled=False, stages=None, mid_ch=None)
2025-09-30 23:42:23,047 | INFO |  > ATTENTION GATE params: attn_gate_args = AttentionGateArgs(enable_building_ag=True, enable_damage_ag=True)
2025-09-30 23:42:23,047 | INFO | ChangeMambaBDA class
2025-09-30 23:42:24,312 | INFO | ---------starting training-----------
2025-09-30 23:42:24,379 | INFO | VAL_STEP=6250, (number_of_validations = 8)
2025-09-30 23:42:59,456 | INFO | iter is 50 / 50000 [skipped    0] | loc. loss = 0.5133581161, classif. loss = 1.7790706158
2025-09-30 23:43:30,918 | INFO | iter is 100 / 50000 [skipped    1] | loc. loss = 0.4849747121, classif. loss = 1.7173225880
2025-09-30 23:44:03,045 | INFO | iter is 150 / 50000 [skipped    1] | loc. loss = 0.3122948408, classif. loss = 0.7373932600
2025-09-30 23:44:35,099 | INFO | iter is 200 / 50000 [skipped    1] | loc. loss = 0.3358986080, classif. loss = 1.1889021397
2025-09-30 23:45:06,624 | INFO | iter is 250 / 50000 [skipped    2] | loc. loss = 0.3769878447, classif. loss = 0.1471737325
2025-09-30 23:45:38,671 | INFO | iter is 300 / 50000 [skipped    2] | loc. loss = 0.3443409801, classif. loss = 0.8319691420
2025-09-30 23:46:10,908 | INFO | iter is 350 / 50000 [skipped    2] | loc. loss = 0.3803757429, classif. loss = 0.9344694614
2025-09-30 23:46:43,034 | INFO | iter is 400 / 50000 [skipped    2] | loc. loss = 0.4383096695, classif. loss = 1.7517932653
2025-09-30 23:47:14,508 | INFO | iter is 450 / 50000 [skipped    3] | loc. loss = 0.3144151568, classif. loss = 1.3525261879
2025-09-30 23:47:46,593 | INFO | iter is 500 / 50000 [skipped    3] | loc. loss = 0.4126498103, classif. loss = 0.5997856259
2025-09-30 23:48:18,738 | INFO | iter is 550 / 50000 [skipped    3] | loc. loss = 0.2635854185, classif. loss = 0.7173979282
2025-09-30 23:48:50,785 | INFO | iter is 600 / 50000 [skipped    3] | loc. loss = 0.3437727094, classif. loss = 2.0162529945
2025-09-30 23:49:22,901 | INFO | iter is 650 / 50000 [skipped    3] | loc. loss = 0.4387692511, classif. loss = 1.4080685377
2025-09-30 23:49:55,008 | INFO | iter is 700 / 50000 [skipped    3] | loc. loss = 0.3269157410, classif. loss = 1.5385452509
2025-09-30 23:50:26,538 | INFO | iter is 750 / 50000 [skipped    4] | loc. loss = 0.2342919707, classif. loss = 0.0338599086
2025-09-30 23:50:58,629 | INFO | iter is 800 / 50000 [skipped    4] | loc. loss = 0.2682855129, classif. loss = 0.9977330565
2025-09-30 23:51:30,729 | INFO | iter is 850 / 50000 [skipped    4] | loc. loss = 0.2391896695, classif. loss = 3.0712766647
2025-09-30 23:52:02,185 | INFO | iter is 900 / 50000 [skipped    5] | loc. loss = 0.4750361443, classif. loss = 1.2867089510
2025-09-30 23:52:33,756 | INFO | iter is 950 / 50000 [skipped    6] | loc. loss = 0.2474220842, classif. loss = 0.3590018749
2025-09-30 23:53:05,864 | INFO | iter is 1000 / 50000 [skipped    6] | loc. loss = 0.2941436768, classif. loss = 0.1655548811
2025-09-30 23:53:38,005 | INFO | iter is 1050 / 50000 [skipped    6] | loc. loss = 0.2921310961, classif. loss = 1.2831454277
2025-09-30 23:54:10,156 | INFO | iter is 1100 / 50000 [skipped    6] | loc. loss = 0.3310799599, classif. loss = 0.6807392836
2025-09-30 23:54:42,339 | INFO | iter is 1150 / 50000 [skipped    6] | loc. loss = 0.3952568769, classif. loss = 0.1545931250
